,GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
0,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
1,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
2,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
3,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
4,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
5,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
6,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
7,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
8,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
9,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
10,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
11,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
12,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
13,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
14,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
15,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
16,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
17,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
18,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
19,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
20,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
21,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
22,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
23,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
24,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
25,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
26,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
27,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
28,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
29,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
30,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
31,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
32,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
33,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
34,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
35,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
36,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
37,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
38,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
39,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
40,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
41,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
42,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
43,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
44,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
45,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
46,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
47,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
48,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
49,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
50,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
51,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
52,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
53,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
54,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
55,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
56,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
57,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
58,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
59,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
60,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
61,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
62,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
63,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
64,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
65,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
66,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
67,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
68,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
69,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
70,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
71,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
72,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
73,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
74,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
75,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
76,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
77,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
78,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
79,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
80,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
81,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
82,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
83,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
84,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
85,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
86,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
87,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
88,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
89,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
90,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
91,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
92,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
93,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
94,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
95,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
96,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
97,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
98,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
99,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
100,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
101,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
102,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
103,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
104,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
105,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
106,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
107,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
108,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
109,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
110,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
111,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
112,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
113,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
114,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
115,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
116,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
117,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
118,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
119,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
120,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
121,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
122,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
123,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
124,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
125,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
126,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
127,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
128,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
129,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
130,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
131,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
132,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
133,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
134,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
135,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
136,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
137,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
138,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
139,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
140,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
141,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
142,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
143,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
144,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
145,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
146,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
147,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
148,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
149,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
150,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
151,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
152,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
153,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
154,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
155,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
156,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
157,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
158,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
159,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
160,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
161,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
162,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
163,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
164,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
165,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
166,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
167,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
168,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
169,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
170,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
171,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
172,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
173,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
174,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
175,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
176,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
177,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
178,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
179,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
180,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
181,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
182,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
183,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
184,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
185,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
186,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
187,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
188,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
189,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
190,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
191,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
192,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
193,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
194,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
195,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
196,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
197,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
198,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
199,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
200,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
201,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
202,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
203,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
204,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
205,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
206,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
207,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
208,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
209,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
210,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
211,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
212,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
213,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
214,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
215,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
216,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
217,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
218,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
219,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
220,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
221,League Averages,Above the Break 3,Center(C),24+ ft.,3,3,1.0
222,League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,7,7,1.0
223,League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,6,6,1.0
224,League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,3,3,1.0
225,League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3,3,1.0
226,League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,1,1.0
227,League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,1,1.0
228,League Averages,Left Corner 3,Left Side(L),24+ ft.,10,10,1.0
229,League Averages,Mid-Range,Center(C),8-16 ft.,2,2,1.0
230,League Averages,Mid-Range,Left Side(L),8-16 ft.,4,4,1.0
231,League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3,3,1.0
232,League Averages,Restricted Area,Center(C),Less Than 8 ft.,32,32,1.0
233,League Averages,Right Corner 3,Right Side(R),24+ ft.,3,3,1.0
