,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0042400401,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,31.000000:10,103.4,105.9,86.8,88.1,16.6,17.8,0.045,0.2,6.3,0.0,0.279,0.162,31.3,0.5,0.506,0.188,0.188,105.91,103.94,86.62,68,0.085
1,0042400401,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,34.000000:59,99.8,100.0,113.9,114.3,-14.1,-14.3,0.143,3.0,13.6,0.108,0.158,0.133,4.5,0.5,0.539,0.207,0.213,106.61,106.34,88.61,78,0.131
2,0042400401,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,27.000000:37,109.1,106.8,90.6,93.2,18.6,13.6,0.0,0.0,0.0,0.179,0.1,0.132,33.3,0.6,0.638,0.265,0.27,102.95,102.57,85.48,59,0.088
3,0042400401,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,32.000000:24,120.4,114.5,95.6,100.0,24.9,14.5,0.24,3.0,28.6,0.033,0.07,0.055,9.5,0.455,0.53,0.192,0.201,101.32,101.5,84.58,69,0.089
4,0042400401,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,38.000000:55,104.2,106.1,89.3,92.6,14.9,13.5,0.24,2.0,27.3,0.0,0.182,0.11,13.6,0.538,0.538,0.17,0.171,103.26,100.52,83.77,82,0.138
5,0042400401,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,25.000000:18,118.9,118.5,91.1,94.4,27.7,24.1,0.133,0.67,14.3,0.0,0.132,0.089,21.4,0.944,0.944,0.2,0.207,104.17,102.46,85.39,54,0.171
6,0042400401,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,9.000000:05,95.7,89.5,142.2,145.0,-46.4,-55.5,0.0,0.0,0.0,0.0,0.2,0.105,0.0,0.75,0.75,0.087,0.096,100.83,103.05,85.87,19,0.033
7,0042400401,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,16.000000:33,98.4,102.6,138.3,136.8,-39.9,-34.2,0.444,1.33,30.8,0.0,0.063,0.03,23.1,0.75,0.75,0.205,0.211,112.04,110.24,91.87,38,0.117
8,0042400401,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,15.000000:53,115.9,114.7,132.0,130.6,-16.1,-15.8,0.154,2.0,20.0,0.2,0.0,0.097,10.0,0.2,0.37,0.205,0.213,104.62,105.77,88.14,34,0.015
9,0042400401,1610612754,IND,Indiana,1628418,Thomas Bryant,Thomas,,,8.000000:07,101.4,100.0,151.2,152.9,-49.7,-52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.1,0.107,100.44,100.55,83.8,17,0.062
10,0042400401,1610612754,IND,Indiana,1628396,Tony Bradley,Tony,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,0042400401,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0042400401,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
13,0042400401,1610612754,IND,Indiana,201949,James Johnson,James,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
14,0042400401,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
15,0042400401,1610612760,OKC,Oklahoma City,1629652,Luguentz Dort,Luguentz,F,,36.000000:21,94.2,96.1,99.8,98.7,-5.6,-2.6,0.043,0.0,9.1,0.041,0.059,0.048,0.0,0.75,0.75,0.115,0.118,101.48,101.03,84.19,76,0.128
16,0042400401,1610612760,OKC,Oklahoma City,1631114,Jalen Williams,Jalen,F,,36.000000:27,103.3,105.1,112.1,111.5,-8.8,-6.5,0.261,0.0,22.2,0.022,0.083,0.049,0.0,0.342,0.409,0.231,0.24,104.01,103.37,86.15,79,0.075
17,0042400401,1610612760,OKC,Oklahoma City,1631096,Chet Holmgren,Chet,C,,23.000000:32,97.0,96.2,95.0,90.2,2.0,6.0,0.0,0.0,0.0,0.0,0.25,0.105,9.1,0.222,0.304,0.183,0.195,101.93,105.07,87.56,52,0.045
18,0042400401,1610612760,OKC,Oklahoma City,1641717,Cason Wallace,Cason,G,,33.000000:16,95.9,97.2,116.3,115.3,-20.4,-18.1,0.042,0.0,10.0,0.0,0.065,0.026,0.0,0.333,0.333,0.107,0.114,104.1,103.87,86.56,72,0.02
19,0042400401,1610612760,OKC,Oklahoma City,1628983,Shai Gilgeous-Alexander,Shai,G,,39.000000:34,102.6,104.7,103.4,103.6,-0.8,1.1,0.158,1.5,7.7,0.0,0.139,0.058,5.1,0.517,0.567,0.371,0.384,103.04,101.9,84.92,85,0.189
20,0042400401,1610612760,OKC,Oklahoma City,1627936,Alex Caruso,Alex,,,28.000000:28,111.5,110.9,108.1,111.3,3.4,-0.4,0.1,2.0,15.4,0.061,0.148,0.1,7.7,0.438,0.539,0.151,0.16,107.51,106.23,88.52,64,0.088
21,0042400401,1610612760,OKC,Oklahoma City,1628392,Isaiah Hartenstein,Isaiah,,,17.000000:01,120.5,121.1,115.5,118.9,5.0,2.1,0.0,0.0,0.0,0.111,0.438,0.265,0.0,0.6,0.712,0.136,0.139,107.56,105.81,88.17,38,0.204
22,0042400401,1610612760,OKC,Oklahoma City,1630198,Isaiah Joe,Isaiah,,,11.000000:08,111.6,112.5,97.4,96.0,14.2,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.833,0.111,0.11,105.33,105.68,88.06,24,0.104
23,0042400401,1610612760,OKC,Oklahoma City,1630598,Aaron Wiggins,Aaron,,,9.000000:25,135.4,136.4,113.2,120.0,22.2,16.4,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.5,0.521,0.2,0.207,110.53,107.06,89.22,22,0.0
24,0042400401,1610612760,OKC,Oklahoma City,1629026,Kenrich Williams,Kenrich,,,0.000000:39,53.2,50.0,150.0,150.0,-96.8,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.9,147.31,122.76,2,0.0
25,0042400401,1610612760,OKC,Oklahoma City,1642349,Ajay Mitchell,Ajay,,,4.000000:10,115.7,100.0,133.2,130.0,-17.5,-30.0,0.0,0.0,0.0,0.429,0.0,0.25,0.0,0.0,0.0,0.231,0.258,105.98,115.2,96.0,10,-0.083
26,0042400401,1610612760,OKC,Oklahoma City,1631172,Ousmane Dieng,Ousmane,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
27,0042400401,1610612760,OKC,Oklahoma City,1641794,Dillon Jones,Dillon,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
28,0042400401,1610612760,OKC,Oklahoma City,1631119,Jaylin Williams,Jaylin,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
